# harness	differential-sweep/1
# seed	20260817
# reference	historical
# subject	stub-faithful
# sha256.use.jar	80ac8ae433b8345677472019991356950f094f4a104cfbce1f75783a7308788d
# sha256.atenearesearchgroup.uncertainty.jar	53b2a43feb0a0a39844a60278dd80a7d4b975ef324fb05c6db28831e835e59d0
# operations	URealValue.add(value)
# rows	784
# rows.measured	784
# rows.agreement	784
# rows.disagreement	0
# rows.throwClassMismatch	0
# verdict.AGREE	784
index	operation	inputs	historical	ported	verdict	note
162	URealValue.add(value)	UREAL(-1.0,0.0) | UREAL(-46.064505,0.782649)	UREAL(-47.064505,0.782649)	UREAL(-47.064505,0.782649)	AGREE	
163	URealValue.add(value)	UREAL(-1.0,0.0) | UREAL(28.230986,0.91554)	UREAL(27.230986,0.91554)	UREAL(27.230986,0.91554)	AGREE	
164	URealValue.add(value)	UREAL(-1.0,0.0) | UREAL(47.696811,0.395191)	UREAL(46.696811,0.395191)	UREAL(46.696811,0.395191)	AGREE	
165	URealValue.add(value)	UREAL(-1.0,0.0) | UREAL(-61.870069,0.428633)	UREAL(-62.870069,0.428633)	UREAL(-62.870069,0.428633)	AGREE	
166	URealValue.add(value)	UREAL(-1.0,0.0) | UREAL(-98.361875,0.358527)	UREAL(-99.361875,0.358527)	UREAL(-99.361875,0.358527)	AGREE	
167	URealValue.add(value)	UREAL(-1.0,0.0) | UREAL(37.640335,0.974834)	UREAL(36.640335,0.974834)	UREAL(36.640335,0.974834)	AGREE	
168	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(0.0,0.0)	UREAL(-1.0,1.0)	UREAL(-1.0,1.0)	AGREE	
169	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(0.0,1.0)	UREAL(-1.0,1.4142135623730951)	UREAL(-1.0,1.4142135623730951)	AGREE	
170	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(-0.0,0.0)	UREAL(-1.0,1.0)	UREAL(-1.0,1.0)	AGREE	
171	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(1.0,0.0)	UREAL(0.0,1.0)	UREAL(0.0,1.0)	AGREE	
172	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(1.0,1.0)	UREAL(0.0,1.4142135623730951)	UREAL(0.0,1.4142135623730951)	AGREE	
173	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(-1.0,0.0)	UREAL(-2.0,1.0)	UREAL(-2.0,1.0)	AGREE	
174	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(-1.0,1.0)	UREAL(-2.0,1.4142135623730951)	UREAL(-2.0,1.4142135623730951)	AGREE	
175	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(-1.0,0.5)	UREAL(-2.0,1.118033988749895)	UREAL(-2.0,1.118033988749895)	AGREE	
176	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(0.5,0.5)	UREAL(-0.5,1.118033988749895)	UREAL(-0.5,1.118033988749895)	AGREE	
177	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(-0.5,0.25)	UREAL(-1.5,1.0307764064044151)	UREAL(-1.5,1.0307764064044151)	AGREE	
178	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(2.0,0.0)	UREAL(1.0,1.0)	UREAL(1.0,1.0)	AGREE	
179	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(100.0,0.001)	UREAL(99.0,1.000000499999875)	UREAL(99.0,1.000000499999875)	AGREE	
180	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(-100.0,0.001)	UREAL(-101.0,1.000000499999875)	UREAL(-101.0,1.000000499999875)	AGREE	
181	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(4.9E-324,0.0)	UREAL(-1.0,1.0)	UREAL(-1.0,1.0)	AGREE	
182	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,1.0)	UREAL(1.7976931348623157E308,1.0)	AGREE	
183	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,1.0)	UREAL(-1.7976931348623157E308,1.0)	AGREE	
184	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(NaN,0.0)	UREAL(NaN,1.0)	UREAL(NaN,1.0)	AGREE	
185	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(Infinity,0.0)	UREAL(Infinity,1.0)	UREAL(Infinity,1.0)	AGREE	
186	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(-Infinity,0.0)	UREAL(-Infinity,1.0)	UREAL(-Infinity,1.0)	AGREE	
187	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(1.0,NaN)	UREAL(0.0,NaN)	UREAL(0.0,NaN)	AGREE	
188	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(1.0,Infinity)	UREAL(0.0,Infinity)	UREAL(0.0,Infinity)	AGREE	
189	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(1.0,-1.0)	UREAL(0.0,1.4142135623730951)	UREAL(0.0,1.4142135623730951)	AGREE	
190	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(-46.064505,0.782649)	UREAL(-47.064505,1.269858046082711)	UREAL(-47.064505,1.269858046082711)	AGREE	
191	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(28.230986,0.91554)	UREAL(27.230986,1.355807320971531)	UREAL(27.230986,1.355807320971531)	AGREE	
192	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(47.696811,0.395191)	UREAL(46.696811,1.0752562143419586)	UREAL(46.696811,1.0752562143419586)	AGREE	
193	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(-61.870069,0.428633)	UREAL(-62.870069,1.0879918421978172)	UREAL(-62.870069,1.0879918421978172)	AGREE	
194	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(-98.361875,0.358527)	UREAL(-99.361875,1.0623283907196492)	UREAL(-99.361875,1.0623283907196492)	AGREE	
195	URealValue.add(value)	UREAL(-1.0,1.0) | UREAL(37.640335,0.974834)	UREAL(36.640335,1.3965318927815433)	UREAL(36.640335,1.3965318927815433)	AGREE	
196	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(0.0,0.0)	UREAL(-1.0,0.5)	UREAL(-1.0,0.5)	AGREE	
197	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(0.0,1.0)	UREAL(-1.0,1.118033988749895)	UREAL(-1.0,1.118033988749895)	AGREE	
198	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(-0.0,0.0)	UREAL(-1.0,0.5)	UREAL(-1.0,0.5)	AGREE	
199	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(1.0,0.0)	UREAL(0.0,0.5)	UREAL(0.0,0.5)	AGREE	
200	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(1.0,1.0)	UREAL(0.0,1.118033988749895)	UREAL(0.0,1.118033988749895)	AGREE	
201	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(-1.0,0.0)	UREAL(-2.0,0.5)	UREAL(-2.0,0.5)	AGREE	
202	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(-1.0,1.0)	UREAL(-2.0,1.118033988749895)	UREAL(-2.0,1.118033988749895)	AGREE	
203	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(-1.0,0.5)	UREAL(-2.0,0.7071067811865476)	UREAL(-2.0,0.7071067811865476)	AGREE	
204	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(0.5,0.5)	UREAL(-0.5,0.7071067811865476)	UREAL(-0.5,0.7071067811865476)	AGREE	
205	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(-0.5,0.25)	UREAL(-1.5,0.5590169943749475)	UREAL(-1.5,0.5590169943749475)	AGREE	
206	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(2.0,0.0)	UREAL(1.0,0.5)	UREAL(1.0,0.5)	AGREE	
207	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(100.0,0.001)	UREAL(99.0,0.5000009999989999)	UREAL(99.0,0.5000009999989999)	AGREE	
208	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(-100.0,0.001)	UREAL(-101.0,0.5000009999989999)	UREAL(-101.0,0.5000009999989999)	AGREE	
209	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(4.9E-324,0.0)	UREAL(-1.0,0.5)	UREAL(-1.0,0.5)	AGREE	
210	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.5)	UREAL(1.7976931348623157E308,0.5)	AGREE	
211	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.5)	UREAL(-1.7976931348623157E308,0.5)	AGREE	
212	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(NaN,0.0)	UREAL(NaN,0.5)	UREAL(NaN,0.5)	AGREE	
213	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(Infinity,0.0)	UREAL(Infinity,0.5)	UREAL(Infinity,0.5)	AGREE	
214	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(-Infinity,0.0)	UREAL(-Infinity,0.5)	UREAL(-Infinity,0.5)	AGREE	
215	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(1.0,NaN)	UREAL(0.0,NaN)	UREAL(0.0,NaN)	AGREE	
216	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(1.0,Infinity)	UREAL(0.0,Infinity)	UREAL(0.0,Infinity)	AGREE	
217	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(1.0,-1.0)	UREAL(0.0,1.118033988749895)	UREAL(0.0,1.118033988749895)	AGREE	
218	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(-46.064505,0.782649)	UREAL(-47.064505,0.9287300238503114)	UREAL(-47.064505,0.9287300238503114)	AGREE	
219	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(28.230986,0.91554)	UREAL(27.230986,1.0431747176767658)	UREAL(27.230986,1.0431747176767658)	AGREE	
220	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(47.696811,0.395191)	UREAL(46.696811,0.637319328501027)	UREAL(46.696811,0.637319328501027)	AGREE	
221	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(-61.870069,0.428633)	UREAL(-62.870069,0.6585789616203968)	UREAL(-62.870069,0.6585789616203968)	AGREE	
222	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(-98.361875,0.358527)	UREAL(-99.361875,0.6152573524379858)	UREAL(-99.361875,0.6152573524379858)	AGREE	
223	URealValue.add(value)	UREAL(-1.0,0.5) | UREAL(37.640335,0.974834)	UREAL(36.640335,1.0955826429603566)	UREAL(36.640335,1.0955826429603566)	AGREE	
224	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(0.0,0.0)	UREAL(0.5,0.5)	UREAL(0.5,0.5)	AGREE	
225	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(0.0,1.0)	UREAL(0.5,1.118033988749895)	UREAL(0.5,1.118033988749895)	AGREE	
226	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(-0.0,0.0)	UREAL(0.5,0.5)	UREAL(0.5,0.5)	AGREE	
227	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(1.0,0.0)	UREAL(1.5,0.5)	UREAL(1.5,0.5)	AGREE	
228	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(1.0,1.0)	UREAL(1.5,1.118033988749895)	UREAL(1.5,1.118033988749895)	AGREE	
229	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(-1.0,0.0)	UREAL(-0.5,0.5)	UREAL(-0.5,0.5)	AGREE	
230	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(-1.0,1.0)	UREAL(-0.5,1.118033988749895)	UREAL(-0.5,1.118033988749895)	AGREE	
231	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(-1.0,0.5)	UREAL(-0.5,0.7071067811865476)	UREAL(-0.5,0.7071067811865476)	AGREE	
232	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(0.5,0.5)	UREAL(1.0,0.7071067811865476)	UREAL(1.0,0.7071067811865476)	AGREE	
233	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(-0.5,0.25)	UREAL(0.0,0.5590169943749475)	UREAL(0.0,0.5590169943749475)	AGREE	
234	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(2.0,0.0)	UREAL(2.5,0.5)	UREAL(2.5,0.5)	AGREE	
235	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(100.0,0.001)	UREAL(100.5,0.5000009999989999)	UREAL(100.5,0.5000009999989999)	AGREE	
236	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(-100.0,0.001)	UREAL(-99.5,0.5000009999989999)	UREAL(-99.5,0.5000009999989999)	AGREE	
237	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(4.9E-324,0.0)	UREAL(0.5,0.5)	UREAL(0.5,0.5)	AGREE	
238	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.5)	UREAL(1.7976931348623157E308,0.5)	AGREE	
239	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.5)	UREAL(-1.7976931348623157E308,0.5)	AGREE	
240	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(NaN,0.0)	UREAL(NaN,0.5)	UREAL(NaN,0.5)	AGREE	
241	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(Infinity,0.0)	UREAL(Infinity,0.5)	UREAL(Infinity,0.5)	AGREE	
242	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(-Infinity,0.0)	UREAL(-Infinity,0.5)	UREAL(-Infinity,0.5)	AGREE	
243	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(1.0,NaN)	UREAL(1.5,NaN)	UREAL(1.5,NaN)	AGREE	
244	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(1.0,Infinity)	UREAL(1.5,Infinity)	UREAL(1.5,Infinity)	AGREE	
245	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(1.0,-1.0)	UREAL(1.5,1.118033988749895)	UREAL(1.5,1.118033988749895)	AGREE	
246	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(-46.064505,0.782649)	UREAL(-45.564505,0.9287300238503114)	UREAL(-45.564505,0.9287300238503114)	AGREE	
247	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(28.230986,0.91554)	UREAL(28.730986,1.0431747176767658)	UREAL(28.730986,1.0431747176767658)	AGREE	
248	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(47.696811,0.395191)	UREAL(48.196811,0.637319328501027)	UREAL(48.196811,0.637319328501027)	AGREE	
249	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(-61.870069,0.428633)	UREAL(-61.370069,0.6585789616203968)	UREAL(-61.370069,0.6585789616203968)	AGREE	
250	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(-98.361875,0.358527)	UREAL(-97.861875,0.6152573524379858)	UREAL(-97.861875,0.6152573524379858)	AGREE	
251	URealValue.add(value)	UREAL(0.5,0.5) | UREAL(37.640335,0.974834)	UREAL(38.140335,1.0955826429603566)	UREAL(38.140335,1.0955826429603566)	AGREE	
252	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(0.0,0.0)	UREAL(-0.5,0.25)	UREAL(-0.5,0.25)	AGREE	
253	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(0.0,1.0)	UREAL(-0.5,1.0307764064044151)	UREAL(-0.5,1.0307764064044151)	AGREE	
254	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(-0.0,0.0)	UREAL(-0.5,0.25)	UREAL(-0.5,0.25)	AGREE	
255	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(1.0,0.0)	UREAL(0.5,0.25)	UREAL(0.5,0.25)	AGREE	
256	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(1.0,1.0)	UREAL(0.5,1.0307764064044151)	UREAL(0.5,1.0307764064044151)	AGREE	
257	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(-1.0,0.0)	UREAL(-1.5,0.25)	UREAL(-1.5,0.25)	AGREE	
258	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(-1.0,1.0)	UREAL(-1.5,1.0307764064044151)	UREAL(-1.5,1.0307764064044151)	AGREE	
259	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(-1.0,0.5)	UREAL(-1.5,0.5590169943749475)	UREAL(-1.5,0.5590169943749475)	AGREE	
260	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(0.5,0.5)	UREAL(0.0,0.5590169943749475)	UREAL(0.0,0.5590169943749475)	AGREE	
261	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(-0.5,0.25)	UREAL(-1.0,0.3535533905932738)	UREAL(-1.0,0.3535533905932738)	AGREE	
262	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(2.0,0.0)	UREAL(1.5,0.25)	UREAL(1.5,0.25)	AGREE	
263	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(100.0,0.001)	UREAL(99.5,0.25000199999200007)	UREAL(99.5,0.25000199999200007)	AGREE	
264	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(-100.0,0.001)	UREAL(-100.5,0.25000199999200007)	UREAL(-100.5,0.25000199999200007)	AGREE	
265	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(4.9E-324,0.0)	UREAL(-0.5,0.25)	UREAL(-0.5,0.25)	AGREE	
266	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.25)	UREAL(1.7976931348623157E308,0.25)	AGREE	
267	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.25)	UREAL(-1.7976931348623157E308,0.25)	AGREE	
268	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(NaN,0.0)	UREAL(NaN,0.25)	UREAL(NaN,0.25)	AGREE	
269	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(Infinity,0.0)	UREAL(Infinity,0.25)	UREAL(Infinity,0.25)	AGREE	
270	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(-Infinity,0.0)	UREAL(-Infinity,0.25)	UREAL(-Infinity,0.25)	AGREE	
271	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(1.0,NaN)	UREAL(0.5,NaN)	UREAL(0.5,NaN)	AGREE	
272	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(1.0,Infinity)	UREAL(0.5,Infinity)	UREAL(0.5,Infinity)	AGREE	
273	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(1.0,-1.0)	UREAL(0.5,1.0307764064044151)	UREAL(0.5,1.0307764064044151)	AGREE	
274	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(-46.064505,0.782649)	UREAL(-46.564505,0.8216078487946669)	UREAL(-46.564505,0.8216078487946669)	AGREE	
275	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(28.230986,0.91554)	UREAL(27.730986,0.9490592666425001)	UREAL(27.730986,0.9490592666425001)	AGREE	
276	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(47.696811,0.395191)	UREAL(47.196811,0.46762797871919515)	UREAL(47.196811,0.46762797871919515)	AGREE	
277	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(-61.870069,0.428633)	UREAL(-62.370069,0.49621189897965967)	UREAL(-62.370069,0.49621189897965967)	AGREE	
278	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(-98.361875,0.358527)	UREAL(-98.861875,0.43708306959775967)	UREAL(-98.861875,0.43708306959775967)	AGREE	
279	URealValue.add(value)	UREAL(-0.5,0.25) | UREAL(37.640335,0.974834)	UREAL(37.140335,1.0063803096026869)	UREAL(37.140335,1.0063803096026869)	AGREE	
280	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(0.0,0.0)	UREAL(2.0,0.0)	UREAL(2.0,0.0)	AGREE	
281	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(0.0,1.0)	UREAL(2.0,1.0)	UREAL(2.0,1.0)	AGREE	
282	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(-0.0,0.0)	UREAL(2.0,0.0)	UREAL(2.0,0.0)	AGREE	
283	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(1.0,0.0)	UREAL(3.0,0.0)	UREAL(3.0,0.0)	AGREE	
284	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(1.0,1.0)	UREAL(3.0,1.0)	UREAL(3.0,1.0)	AGREE	
285	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(-1.0,0.0)	UREAL(1.0,0.0)	UREAL(1.0,0.0)	AGREE	
286	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(-1.0,1.0)	UREAL(1.0,1.0)	UREAL(1.0,1.0)	AGREE	
287	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(-1.0,0.5)	UREAL(1.0,0.5)	UREAL(1.0,0.5)	AGREE	
288	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(0.5,0.5)	UREAL(2.5,0.5)	UREAL(2.5,0.5)	AGREE	
289	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(-0.5,0.25)	UREAL(1.5,0.25)	UREAL(1.5,0.25)	AGREE	
290	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(2.0,0.0)	UREAL(4.0,0.0)	UREAL(4.0,0.0)	AGREE	
291	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(100.0,0.001)	UREAL(102.0,0.001)	UREAL(102.0,0.001)	AGREE	
292	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(-100.0,0.001)	UREAL(-98.0,0.001)	UREAL(-98.0,0.001)	AGREE	
293	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(4.9E-324,0.0)	UREAL(2.0,0.0)	UREAL(2.0,0.0)	AGREE	
294	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.0)	AGREE	
295	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.0)	AGREE	
296	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(NaN,0.0)	UREAL(NaN,0.0)	UREAL(NaN,0.0)	AGREE	
297	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(Infinity,0.0)	UREAL(Infinity,0.0)	UREAL(Infinity,0.0)	AGREE	
298	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(-Infinity,0.0)	UREAL(-Infinity,0.0)	UREAL(-Infinity,0.0)	AGREE	
299	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(1.0,NaN)	UREAL(3.0,NaN)	UREAL(3.0,NaN)	AGREE	
300	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(1.0,Infinity)	UREAL(3.0,Infinity)	UREAL(3.0,Infinity)	AGREE	
301	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(1.0,-1.0)	UREAL(3.0,1.0)	UREAL(3.0,1.0)	AGREE	
302	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(-46.064505,0.782649)	UREAL(-44.064505,0.782649)	UREAL(-44.064505,0.782649)	AGREE	
303	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(28.230986,0.91554)	UREAL(30.230986,0.91554)	UREAL(30.230986,0.91554)	AGREE	
304	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(47.696811,0.395191)	UREAL(49.696811,0.395191)	UREAL(49.696811,0.395191)	AGREE	
305	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(-61.870069,0.428633)	UREAL(-59.870069,0.428633)	UREAL(-59.870069,0.428633)	AGREE	
306	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(-98.361875,0.358527)	UREAL(-96.361875,0.358527)	UREAL(-96.361875,0.358527)	AGREE	
307	URealValue.add(value)	UREAL(2.0,0.0) | UREAL(37.640335,0.974834)	UREAL(39.640335,0.974834)	UREAL(39.640335,0.974834)	AGREE	
308	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(0.0,0.0)	UREAL(100.0,0.001)	UREAL(100.0,0.001)	AGREE	
309	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(0.0,1.0)	UREAL(100.0,1.000000499999875)	UREAL(100.0,1.000000499999875)	AGREE	
310	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(-0.0,0.0)	UREAL(100.0,0.001)	UREAL(100.0,0.001)	AGREE	
311	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(1.0,0.0)	UREAL(101.0,0.001)	UREAL(101.0,0.001)	AGREE	
312	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(1.0,1.0)	UREAL(101.0,1.000000499999875)	UREAL(101.0,1.000000499999875)	AGREE	
313	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(-1.0,0.0)	UREAL(99.0,0.001)	UREAL(99.0,0.001)	AGREE	
314	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(-1.0,1.0)	UREAL(99.0,1.000000499999875)	UREAL(99.0,1.000000499999875)	AGREE	
315	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(-1.0,0.5)	UREAL(99.0,0.5000009999989999)	UREAL(99.0,0.5000009999989999)	AGREE	
316	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(0.5,0.5)	UREAL(100.5,0.5000009999989999)	UREAL(100.5,0.5000009999989999)	AGREE	
317	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(-0.5,0.25)	UREAL(99.5,0.25000199999200007)	UREAL(99.5,0.25000199999200007)	AGREE	
318	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(2.0,0.0)	UREAL(102.0,0.001)	UREAL(102.0,0.001)	AGREE	
319	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(100.0,0.001)	UREAL(200.0,0.001414213562373095)	UREAL(200.0,0.001414213562373095)	AGREE	
320	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(-100.0,0.001)	UREAL(0.0,0.001414213562373095)	UREAL(0.0,0.001414213562373095)	AGREE	
321	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(4.9E-324,0.0)	UREAL(100.0,0.001)	UREAL(100.0,0.001)	AGREE	
322	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(1.7976931348623157E308,0.0)	UREAL(1.7976931348623157E308,0.001)	UREAL(1.7976931348623157E308,0.001)	AGREE	
323	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(-1.7976931348623157E308,0.0)	UREAL(-1.7976931348623157E308,0.001)	UREAL(-1.7976931348623157E308,0.001)	AGREE	
324	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(NaN,0.0)	UREAL(NaN,0.001)	UREAL(NaN,0.001)	AGREE	
325	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(Infinity,0.0)	UREAL(Infinity,0.001)	UREAL(Infinity,0.001)	AGREE	
326	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(-Infinity,0.0)	UREAL(-Infinity,0.001)	UREAL(-Infinity,0.001)	AGREE	
327	URealValue.add(value)	UREAL(100.0,0.001) | UREAL(1.0,NaN)	UREAL(101.0,NaN)	UREAL(101.0,NaN)	AGREE	
