# harness	differential-sweep/1
# seed	20260817
# reference	historical
# subject	stub-faulty-minus
# sha256.use.jar	80ac8ae433b8345677472019991356950f094f4a104cfbce1f75783a7308788d
# sha256.atenearesearchgroup.uncertainty.jar	53b2a43feb0a0a39844a60278dd80a7d4b975ef324fb05c6db28831e835e59d0
# operations	URealValue.minus(value)
# rows	784
# rows.measured	784
# rows.agreement	558
# rows.disagreement	226
# rows.throwClassMismatch	0
# rows.javaTypeMismatch	0
# rows.subjectTypeObserved	0
# rows.subjectTypeAssumed	0
# verdict.AGREE	558
# verdict.DIFFER	226
# op.URealValue.minus(value).rows	784
# op.URealValue.minus(value).measured	784
# op.URealValue.minus(value).agreement	558
# op.URealValue.minus(value).disagreement	226
# op.URealValue.minus(value).javaTypeMismatch	0
# op.URealValue.minus(value).subjectTypeObserved	0
# op.URealValue.minus(value).subjectTypeAssumed	0
# op.URealValue.minus(value).distinctReferenceValues	389
# op.URealValue.minus(value).discriminating	true
# accepted.degenerateOperations	0
index	operation	inputs	historical	ported	verdict	note
99	URealValue.minus(value)	UREAL(1.0,0.0)@URealValue | UREAL(-1.7976931348623157E308,0.0)@URealValue	UREAL(1.7976931348623157E308,0.0)@URealValue	UREAL(1.7976931348623157E308,0.0)@URealValue	AGREE	
100	URealValue.minus(value)	UREAL(1.0,0.0)@URealValue | UREAL(NaN,0.0)@URealValue	UREAL(NaN,0.0)@URealValue	UREAL(NaN,0.0)@URealValue	AGREE	
101	URealValue.minus(value)	UREAL(1.0,0.0)@URealValue | UREAL(Infinity,0.0)@URealValue	UREAL(-Infinity,0.0)@URealValue	UREAL(-Infinity,0.0)@URealValue	AGREE	
102	URealValue.minus(value)	UREAL(1.0,0.0)@URealValue | UREAL(-Infinity,0.0)@URealValue	UREAL(Infinity,0.0)@URealValue	UREAL(Infinity,0.0)@URealValue	AGREE	
103	URealValue.minus(value)	UREAL(1.0,0.0)@URealValue | UREAL(1.0,NaN)@URealValue	UREAL(0.0,NaN)@URealValue	UREAL(0.0,NaN)@URealValue	AGREE	
104	URealValue.minus(value)	UREAL(1.0,0.0)@URealValue | UREAL(1.0,Infinity)@URealValue	UREAL(0.0,Infinity)@URealValue	UREAL(0.0,Infinity)@URealValue	AGREE	
105	URealValue.minus(value)	UREAL(1.0,0.0)@URealValue | UREAL(1.0,-1.0)@URealValue	UREAL(0.0,1.0)@URealValue	UREAL(0.0,1.0)@URealValue	AGREE	
106	URealValue.minus(value)	UREAL(1.0,0.0)@URealValue | UREAL(-46.064505,0.782649)@URealValue	UREAL(47.064505,0.782649)@URealValue	UREAL(47.064505,0.782649)@URealValue	AGREE	
107	URealValue.minus(value)	UREAL(1.0,0.0)@URealValue | UREAL(28.230986,0.91554)@URealValue	UREAL(-27.230986,0.91554)@URealValue	UREAL(-27.230986,0.91554)@URealValue	AGREE	
108	URealValue.minus(value)	UREAL(1.0,0.0)@URealValue | UREAL(47.696811,0.395191)@URealValue	UREAL(-46.696811,0.395191)@URealValue	UREAL(-46.696811,0.395191)@URealValue	AGREE	
109	URealValue.minus(value)	UREAL(1.0,0.0)@URealValue | UREAL(-61.870069,0.428633)@URealValue	UREAL(62.870069,0.428633)@URealValue	UREAL(62.870069,0.428633)@URealValue	AGREE	
110	URealValue.minus(value)	UREAL(1.0,0.0)@URealValue | UREAL(-98.361875,0.358527)@URealValue	UREAL(99.361875,0.358527)@URealValue	UREAL(99.361875,0.358527)@URealValue	AGREE	
111	URealValue.minus(value)	UREAL(1.0,0.0)@URealValue | UREAL(37.640335,0.974834)@URealValue	UREAL(-36.640335,0.974834)@URealValue	UREAL(-36.640335,0.974834)@URealValue	AGREE	
112	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(0.0,0.0)@URealValue	UREAL(1.0,1.0)@URealValue	UREAL(1.0,1.0)@URealValue	AGREE	
113	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(0.0,1.0)@URealValue	UREAL(1.0,1.4142135623730951)@URealValue	UREAL(1.0,0.0)@URealValue	DIFFER	
114	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(-0.0,0.0)@URealValue	UREAL(1.0,1.0)@URealValue	UREAL(1.0,1.0)@URealValue	AGREE	
115	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(1.0,0.0)@URealValue	UREAL(0.0,1.0)@URealValue	UREAL(0.0,1.0)@URealValue	AGREE	
116	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(1.0,1.0)@URealValue	UREAL(0.0,1.4142135623730951)@URealValue	UREAL(0.0,0.0)@URealValue	DIFFER	
117	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(-1.0,0.0)@URealValue	UREAL(2.0,1.0)@URealValue	UREAL(2.0,1.0)@URealValue	AGREE	
118	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(-1.0,1.0)@URealValue	UREAL(2.0,1.4142135623730951)@URealValue	UREAL(2.0,0.0)@URealValue	DIFFER	
119	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(-1.0,0.5)@URealValue	UREAL(2.0,1.118033988749895)@URealValue	UREAL(2.0,0.5)@URealValue	DIFFER	
120	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(0.5,0.5)@URealValue	UREAL(0.5,1.118033988749895)@URealValue	UREAL(0.5,0.5)@URealValue	DIFFER	
121	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(-0.5,0.25)@URealValue	UREAL(1.5,1.0307764064044151)@URealValue	UREAL(1.5,0.75)@URealValue	DIFFER	
122	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(2.0,0.0)@URealValue	UREAL(-1.0,1.0)@URealValue	UREAL(-1.0,1.0)@URealValue	AGREE	
123	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(100.0,0.001)@URealValue	UREAL(-99.0,1.000000499999875)@URealValue	UREAL(-99.0,0.999)@URealValue	DIFFER	
124	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(-100.0,0.001)@URealValue	UREAL(101.0,1.000000499999875)@URealValue	UREAL(101.0,0.999)@URealValue	DIFFER	
125	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(4.9E-324,0.0)@URealValue	UREAL(1.0,1.0)@URealValue	UREAL(1.0,1.0)@URealValue	AGREE	
126	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(1.7976931348623157E308,0.0)@URealValue	UREAL(-1.7976931348623157E308,1.0)@URealValue	UREAL(-1.7976931348623157E308,1.0)@URealValue	AGREE	
127	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(-1.7976931348623157E308,0.0)@URealValue	UREAL(1.7976931348623157E308,1.0)@URealValue	UREAL(1.7976931348623157E308,1.0)@URealValue	AGREE	
128	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(NaN,0.0)@URealValue	UREAL(NaN,1.0)@URealValue	UREAL(NaN,1.0)@URealValue	AGREE	
129	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(Infinity,0.0)@URealValue	UREAL(-Infinity,1.0)@URealValue	UREAL(-Infinity,1.0)@URealValue	AGREE	
130	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(-Infinity,0.0)@URealValue	UREAL(Infinity,1.0)@URealValue	UREAL(Infinity,1.0)@URealValue	AGREE	
131	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(1.0,NaN)@URealValue	UREAL(0.0,NaN)@URealValue	UREAL(0.0,NaN)@URealValue	AGREE	
132	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(1.0,Infinity)@URealValue	UREAL(0.0,Infinity)@URealValue	UREAL(0.0,Infinity)@URealValue	AGREE	
133	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(1.0,-1.0)@URealValue	UREAL(0.0,1.4142135623730951)@URealValue	UREAL(0.0,2.0)@URealValue	DIFFER	
134	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(-46.064505,0.782649)@URealValue	UREAL(47.064505,1.269858046082711)@URealValue	UREAL(47.064505,0.21735099999999996)@URealValue	DIFFER	
135	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(28.230986,0.91554)@URealValue	UREAL(-27.230986,1.355807320971531)@URealValue	UREAL(-27.230986,0.08445999999999998)@URealValue	DIFFER	
136	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(47.696811,0.395191)@URealValue	UREAL(-46.696811,1.0752562143419586)@URealValue	UREAL(-46.696811,0.6048089999999999)@URealValue	DIFFER	
137	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(-61.870069,0.428633)@URealValue	UREAL(62.870069,1.0879918421978172)@URealValue	UREAL(62.870069,0.571367)@URealValue	DIFFER	
138	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(-98.361875,0.358527)@URealValue	UREAL(99.361875,1.0623283907196492)@URealValue	UREAL(99.361875,0.641473)@URealValue	DIFFER	
139	URealValue.minus(value)	UREAL(1.0,1.0)@URealValue | UREAL(37.640335,0.974834)@URealValue	UREAL(-36.640335,1.3965318927815433)@URealValue	UREAL(-36.640335,0.02516600000000002)@URealValue	DIFFER	
140	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(0.0,0.0)@URealValue	UREAL(-1.0,0.0)@URealValue	UREAL(-1.0,0.0)@URealValue	AGREE	
141	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(0.0,1.0)@URealValue	UREAL(-1.0,1.0)@URealValue	UREAL(-1.0,1.0)@URealValue	AGREE	
142	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(-0.0,0.0)@URealValue	UREAL(-1.0,0.0)@URealValue	UREAL(-1.0,0.0)@URealValue	AGREE	
143	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(1.0,0.0)@URealValue	UREAL(-2.0,0.0)@URealValue	UREAL(-2.0,0.0)@URealValue	AGREE	
144	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(1.0,1.0)@URealValue	UREAL(-2.0,1.0)@URealValue	UREAL(-2.0,1.0)@URealValue	AGREE	
145	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(-1.0,0.0)@URealValue	UREAL(0.0,0.0)@URealValue	UREAL(0.0,0.0)@URealValue	AGREE	
146	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(-1.0,1.0)@URealValue	UREAL(0.0,1.0)@URealValue	UREAL(0.0,1.0)@URealValue	AGREE	
147	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(-1.0,0.5)@URealValue	UREAL(0.0,0.5)@URealValue	UREAL(0.0,0.5)@URealValue	AGREE	
148	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(0.5,0.5)@URealValue	UREAL(-1.5,0.5)@URealValue	UREAL(-1.5,0.5)@URealValue	AGREE	
149	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(-0.5,0.25)@URealValue	UREAL(-0.5,0.25)@URealValue	UREAL(-0.5,0.25)@URealValue	AGREE	
150	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(2.0,0.0)@URealValue	UREAL(-3.0,0.0)@URealValue	UREAL(-3.0,0.0)@URealValue	AGREE	
151	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(100.0,0.001)@URealValue	UREAL(-101.0,0.001)@URealValue	UREAL(-101.0,0.001)@URealValue	AGREE	
152	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(-100.0,0.001)@URealValue	UREAL(99.0,0.001)@URealValue	UREAL(99.0,0.001)@URealValue	AGREE	
153	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(4.9E-324,0.0)@URealValue	UREAL(-1.0,0.0)@URealValue	UREAL(-1.0,0.0)@URealValue	AGREE	
154	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(1.7976931348623157E308,0.0)@URealValue	UREAL(-1.7976931348623157E308,0.0)@URealValue	UREAL(-1.7976931348623157E308,0.0)@URealValue	AGREE	
155	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(-1.7976931348623157E308,0.0)@URealValue	UREAL(1.7976931348623157E308,0.0)@URealValue	UREAL(1.7976931348623157E308,0.0)@URealValue	AGREE	
156	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(NaN,0.0)@URealValue	UREAL(NaN,0.0)@URealValue	UREAL(NaN,0.0)@URealValue	AGREE	
157	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(Infinity,0.0)@URealValue	UREAL(-Infinity,0.0)@URealValue	UREAL(-Infinity,0.0)@URealValue	AGREE	
158	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(-Infinity,0.0)@URealValue	UREAL(Infinity,0.0)@URealValue	UREAL(Infinity,0.0)@URealValue	AGREE	
159	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(1.0,NaN)@URealValue	UREAL(-2.0,NaN)@URealValue	UREAL(-2.0,NaN)@URealValue	AGREE	
160	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(1.0,Infinity)@URealValue	UREAL(-2.0,Infinity)@URealValue	UREAL(-2.0,Infinity)@URealValue	AGREE	
161	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(1.0,-1.0)@URealValue	UREAL(-2.0,1.0)@URealValue	UREAL(-2.0,1.0)@URealValue	AGREE	
162	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(-46.064505,0.782649)@URealValue	UREAL(45.064505,0.782649)@URealValue	UREAL(45.064505,0.782649)@URealValue	AGREE	
163	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(28.230986,0.91554)@URealValue	UREAL(-29.230986,0.91554)@URealValue	UREAL(-29.230986,0.91554)@URealValue	AGREE	
164	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(47.696811,0.395191)@URealValue	UREAL(-48.696811,0.395191)@URealValue	UREAL(-48.696811,0.395191)@URealValue	AGREE	
165	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(-61.870069,0.428633)@URealValue	UREAL(60.870069,0.428633)@URealValue	UREAL(60.870069,0.428633)@URealValue	AGREE	
166	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(-98.361875,0.358527)@URealValue	UREAL(97.361875,0.358527)@URealValue	UREAL(97.361875,0.358527)@URealValue	AGREE	
167	URealValue.minus(value)	UREAL(-1.0,0.0)@URealValue | UREAL(37.640335,0.974834)@URealValue	UREAL(-38.640335,0.974834)@URealValue	UREAL(-38.640335,0.974834)@URealValue	AGREE	
168	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(0.0,0.0)@URealValue	UREAL(-1.0,1.0)@URealValue	UREAL(-1.0,1.0)@URealValue	AGREE	
169	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(0.0,1.0)@URealValue	UREAL(-1.0,1.4142135623730951)@URealValue	UREAL(-1.0,0.0)@URealValue	DIFFER	
170	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(-0.0,0.0)@URealValue	UREAL(-1.0,1.0)@URealValue	UREAL(-1.0,1.0)@URealValue	AGREE	
171	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(1.0,0.0)@URealValue	UREAL(-2.0,1.0)@URealValue	UREAL(-2.0,1.0)@URealValue	AGREE	
172	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(1.0,1.0)@URealValue	UREAL(-2.0,1.4142135623730951)@URealValue	UREAL(-2.0,0.0)@URealValue	DIFFER	
173	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(-1.0,0.0)@URealValue	UREAL(0.0,1.0)@URealValue	UREAL(0.0,1.0)@URealValue	AGREE	
174	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(-1.0,1.0)@URealValue	UREAL(0.0,1.4142135623730951)@URealValue	UREAL(0.0,0.0)@URealValue	DIFFER	
175	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(-1.0,0.5)@URealValue	UREAL(0.0,1.118033988749895)@URealValue	UREAL(0.0,0.5)@URealValue	DIFFER	
176	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(0.5,0.5)@URealValue	UREAL(-1.5,1.118033988749895)@URealValue	UREAL(-1.5,0.5)@URealValue	DIFFER	
177	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(-0.5,0.25)@URealValue	UREAL(-0.5,1.0307764064044151)@URealValue	UREAL(-0.5,0.75)@URealValue	DIFFER	
178	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(2.0,0.0)@URealValue	UREAL(-3.0,1.0)@URealValue	UREAL(-3.0,1.0)@URealValue	AGREE	
179	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(100.0,0.001)@URealValue	UREAL(-101.0,1.000000499999875)@URealValue	UREAL(-101.0,0.999)@URealValue	DIFFER	
180	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(-100.0,0.001)@URealValue	UREAL(99.0,1.000000499999875)@URealValue	UREAL(99.0,0.999)@URealValue	DIFFER	
181	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(4.9E-324,0.0)@URealValue	UREAL(-1.0,1.0)@URealValue	UREAL(-1.0,1.0)@URealValue	AGREE	
182	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(1.7976931348623157E308,0.0)@URealValue	UREAL(-1.7976931348623157E308,1.0)@URealValue	UREAL(-1.7976931348623157E308,1.0)@URealValue	AGREE	
183	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(-1.7976931348623157E308,0.0)@URealValue	UREAL(1.7976931348623157E308,1.0)@URealValue	UREAL(1.7976931348623157E308,1.0)@URealValue	AGREE	
184	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(NaN,0.0)@URealValue	UREAL(NaN,1.0)@URealValue	UREAL(NaN,1.0)@URealValue	AGREE	
185	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(Infinity,0.0)@URealValue	UREAL(-Infinity,1.0)@URealValue	UREAL(-Infinity,1.0)@URealValue	AGREE	
186	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(-Infinity,0.0)@URealValue	UREAL(Infinity,1.0)@URealValue	UREAL(Infinity,1.0)@URealValue	AGREE	
187	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(1.0,NaN)@URealValue	UREAL(-2.0,NaN)@URealValue	UREAL(-2.0,NaN)@URealValue	AGREE	
188	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(1.0,Infinity)@URealValue	UREAL(-2.0,Infinity)@URealValue	UREAL(-2.0,Infinity)@URealValue	AGREE	
189	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(1.0,-1.0)@URealValue	UREAL(-2.0,1.4142135623730951)@URealValue	UREAL(-2.0,2.0)@URealValue	DIFFER	
190	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(-46.064505,0.782649)@URealValue	UREAL(45.064505,1.269858046082711)@URealValue	UREAL(45.064505,0.21735099999999996)@URealValue	DIFFER	
191	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(28.230986,0.91554)@URealValue	UREAL(-29.230986,1.355807320971531)@URealValue	UREAL(-29.230986,0.08445999999999998)@URealValue	DIFFER	
192	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(47.696811,0.395191)@URealValue	UREAL(-48.696811,1.0752562143419586)@URealValue	UREAL(-48.696811,0.6048089999999999)@URealValue	DIFFER	
193	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(-61.870069,0.428633)@URealValue	UREAL(60.870069,1.0879918421978172)@URealValue	UREAL(60.870069,0.571367)@URealValue	DIFFER	
194	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(-98.361875,0.358527)@URealValue	UREAL(97.361875,1.0623283907196492)@URealValue	UREAL(97.361875,0.641473)@URealValue	DIFFER	
195	URealValue.minus(value)	UREAL(-1.0,1.0)@URealValue | UREAL(37.640335,0.974834)@URealValue	UREAL(-38.640335,1.3965318927815433)@URealValue	UREAL(-38.640335,0.02516600000000002)@URealValue	DIFFER	
196	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(0.0,0.0)@URealValue	UREAL(-1.0,0.5)@URealValue	UREAL(-1.0,0.5)@URealValue	AGREE	
197	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(0.0,1.0)@URealValue	UREAL(-1.0,1.118033988749895)@URealValue	UREAL(-1.0,0.5)@URealValue	DIFFER	
198	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(-0.0,0.0)@URealValue	UREAL(-1.0,0.5)@URealValue	UREAL(-1.0,0.5)@URealValue	AGREE	
199	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(1.0,0.0)@URealValue	UREAL(-2.0,0.5)@URealValue	UREAL(-2.0,0.5)@URealValue	AGREE	
200	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(1.0,1.0)@URealValue	UREAL(-2.0,1.118033988749895)@URealValue	UREAL(-2.0,0.5)@URealValue	DIFFER	
201	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(-1.0,0.0)@URealValue	UREAL(0.0,0.5)@URealValue	UREAL(0.0,0.5)@URealValue	AGREE	
202	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(-1.0,1.0)@URealValue	UREAL(0.0,1.118033988749895)@URealValue	UREAL(0.0,0.5)@URealValue	DIFFER	
203	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(-1.0,0.5)@URealValue	UREAL(0.0,0.7071067811865476)@URealValue	UREAL(0.0,0.0)@URealValue	DIFFER	
204	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(0.5,0.5)@URealValue	UREAL(-1.5,0.7071067811865476)@URealValue	UREAL(-1.5,0.0)@URealValue	DIFFER	
205	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(-0.5,0.25)@URealValue	UREAL(-0.5,0.5590169943749475)@URealValue	UREAL(-0.5,0.25)@URealValue	DIFFER	
206	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(2.0,0.0)@URealValue	UREAL(-3.0,0.5)@URealValue	UREAL(-3.0,0.5)@URealValue	AGREE	
207	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(100.0,0.001)@URealValue	UREAL(-101.0,0.5000009999989999)@URealValue	UREAL(-101.0,0.499)@URealValue	DIFFER	
208	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(-100.0,0.001)@URealValue	UREAL(99.0,0.5000009999989999)@URealValue	UREAL(99.0,0.499)@URealValue	DIFFER	
209	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(4.9E-324,0.0)@URealValue	UREAL(-1.0,0.5)@URealValue	UREAL(-1.0,0.5)@URealValue	AGREE	
210	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(1.7976931348623157E308,0.0)@URealValue	UREAL(-1.7976931348623157E308,0.5)@URealValue	UREAL(-1.7976931348623157E308,0.5)@URealValue	AGREE	
211	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(-1.7976931348623157E308,0.0)@URealValue	UREAL(1.7976931348623157E308,0.5)@URealValue	UREAL(1.7976931348623157E308,0.5)@URealValue	AGREE	
212	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(NaN,0.0)@URealValue	UREAL(NaN,0.5)@URealValue	UREAL(NaN,0.5)@URealValue	AGREE	
213	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(Infinity,0.0)@URealValue	UREAL(-Infinity,0.5)@URealValue	UREAL(-Infinity,0.5)@URealValue	AGREE	
214	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(-Infinity,0.0)@URealValue	UREAL(Infinity,0.5)@URealValue	UREAL(Infinity,0.5)@URealValue	AGREE	
215	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(1.0,NaN)@URealValue	UREAL(-2.0,NaN)@URealValue	UREAL(-2.0,NaN)@URealValue	AGREE	
216	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(1.0,Infinity)@URealValue	UREAL(-2.0,Infinity)@URealValue	UREAL(-2.0,Infinity)@URealValue	AGREE	
217	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(1.0,-1.0)@URealValue	UREAL(-2.0,1.118033988749895)@URealValue	UREAL(-2.0,1.5)@URealValue	DIFFER	
218	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(-46.064505,0.782649)@URealValue	UREAL(45.064505,0.9287300238503114)@URealValue	UREAL(45.064505,0.28264900000000004)@URealValue	DIFFER	
219	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(28.230986,0.91554)@URealValue	UREAL(-29.230986,1.0431747176767658)@URealValue	UREAL(-29.230986,0.41554)@URealValue	DIFFER	
220	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(47.696811,0.395191)@URealValue	UREAL(-48.696811,0.637319328501027)@URealValue	UREAL(-48.696811,0.10480899999999999)@URealValue	DIFFER	
221	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(-61.870069,0.428633)@URealValue	UREAL(60.870069,0.6585789616203968)@URealValue	UREAL(60.870069,0.07136700000000001)@URealValue	DIFFER	
222	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(-98.361875,0.358527)@URealValue	UREAL(97.361875,0.6152573524379858)@URealValue	UREAL(97.361875,0.14147300000000002)@URealValue	DIFFER	
223	URealValue.minus(value)	UREAL(-1.0,0.5)@URealValue | UREAL(37.640335,0.974834)@URealValue	UREAL(-38.640335,1.0955826429603566)@URealValue	UREAL(-38.640335,0.474834)@URealValue	DIFFER	
224	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(0.0,0.0)@URealValue	UREAL(0.5,0.5)@URealValue	UREAL(0.5,0.5)@URealValue	AGREE	
225	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(0.0,1.0)@URealValue	UREAL(0.5,1.118033988749895)@URealValue	UREAL(0.5,0.5)@URealValue	DIFFER	
226	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(-0.0,0.0)@URealValue	UREAL(0.5,0.5)@URealValue	UREAL(0.5,0.5)@URealValue	AGREE	
227	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(1.0,0.0)@URealValue	UREAL(-0.5,0.5)@URealValue	UREAL(-0.5,0.5)@URealValue	AGREE	
228	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(1.0,1.0)@URealValue	UREAL(-0.5,1.118033988749895)@URealValue	UREAL(-0.5,0.5)@URealValue	DIFFER	
229	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(-1.0,0.0)@URealValue	UREAL(1.5,0.5)@URealValue	UREAL(1.5,0.5)@URealValue	AGREE	
