# harness	differential-sweep/1
# seed	20260817
# reference	historical
# subject	stub-faulty-minus
# sha256.use.jar	80ac8ae433b8345677472019991356950f094f4a104cfbce1f75783a7308788d
# sha256.atenearesearchgroup.uncertainty.jar	53b2a43feb0a0a39844a60278dd80a7d4b975ef324fb05c6db28831e835e59d0
# operations	URealValue.minus(value)
# rows	784
# rows.measured	784
# rows.agreement	558
# rows.disagreement	226
# rows.throwClassMismatch	0
# rows.javaTypeMismatch	0
# rows.subjectTypeObserved	0
# rows.subjectTypeAssumed	0
# verdict.AGREE	558
# verdict.DIFFER	226
# op.URealValue.minus(value).rows	784
# op.URealValue.minus(value).measured	784
# op.URealValue.minus(value).agreement	558
# op.URealValue.minus(value).disagreement	226
# op.URealValue.minus(value).javaTypeMismatch	0
# op.URealValue.minus(value).subjectTypeObserved	0
# op.URealValue.minus(value).subjectTypeAssumed	0
# op.URealValue.minus(value).distinctReferenceValues	389
# op.URealValue.minus(value).discriminating	true
# accepted.degenerateOperations	0
index	operation	inputs	historical	ported	verdict	note
230	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(-1.0,1.0)@URealValue	UREAL(1.5,1.118033988749895)@URealValue	UREAL(1.5,0.5)@URealValue	DIFFER	
231	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(-1.0,0.5)@URealValue	UREAL(1.5,0.7071067811865476)@URealValue	UREAL(1.5,0.0)@URealValue	DIFFER	
232	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(0.5,0.5)@URealValue	UREAL(0.0,0.7071067811865476)@URealValue	UREAL(0.0,0.0)@URealValue	DIFFER	
233	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(-0.5,0.25)@URealValue	UREAL(1.0,0.5590169943749475)@URealValue	UREAL(1.0,0.25)@URealValue	DIFFER	
234	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(2.0,0.0)@URealValue	UREAL(-1.5,0.5)@URealValue	UREAL(-1.5,0.5)@URealValue	AGREE	
235	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(100.0,0.001)@URealValue	UREAL(-99.5,0.5000009999989999)@URealValue	UREAL(-99.5,0.499)@URealValue	DIFFER	
236	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(-100.0,0.001)@URealValue	UREAL(100.5,0.5000009999989999)@URealValue	UREAL(100.5,0.499)@URealValue	DIFFER	
237	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(4.9E-324,0.0)@URealValue	UREAL(0.5,0.5)@URealValue	UREAL(0.5,0.5)@URealValue	AGREE	
238	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(1.7976931348623157E308,0.0)@URealValue	UREAL(-1.7976931348623157E308,0.5)@URealValue	UREAL(-1.7976931348623157E308,0.5)@URealValue	AGREE	
239	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(-1.7976931348623157E308,0.0)@URealValue	UREAL(1.7976931348623157E308,0.5)@URealValue	UREAL(1.7976931348623157E308,0.5)@URealValue	AGREE	
240	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(NaN,0.0)@URealValue	UREAL(NaN,0.5)@URealValue	UREAL(NaN,0.5)@URealValue	AGREE	
241	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(Infinity,0.0)@URealValue	UREAL(-Infinity,0.5)@URealValue	UREAL(-Infinity,0.5)@URealValue	AGREE	
242	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(-Infinity,0.0)@URealValue	UREAL(Infinity,0.5)@URealValue	UREAL(Infinity,0.5)@URealValue	AGREE	
243	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(1.0,NaN)@URealValue	UREAL(-0.5,NaN)@URealValue	UREAL(-0.5,NaN)@URealValue	AGREE	
244	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(1.0,Infinity)@URealValue	UREAL(-0.5,Infinity)@URealValue	UREAL(-0.5,Infinity)@URealValue	AGREE	
245	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(1.0,-1.0)@URealValue	UREAL(-0.5,1.118033988749895)@URealValue	UREAL(-0.5,1.5)@URealValue	DIFFER	
246	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(-46.064505,0.782649)@URealValue	UREAL(46.564505,0.9287300238503114)@URealValue	UREAL(46.564505,0.28264900000000004)@URealValue	DIFFER	
247	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(28.230986,0.91554)@URealValue	UREAL(-27.730986,1.0431747176767658)@URealValue	UREAL(-27.730986,0.41554)@URealValue	DIFFER	
248	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(47.696811,0.395191)@URealValue	UREAL(-47.196811,0.637319328501027)@URealValue	UREAL(-47.196811,0.10480899999999999)@URealValue	DIFFER	
249	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(-61.870069,0.428633)@URealValue	UREAL(62.370069,0.6585789616203968)@URealValue	UREAL(62.370069,0.07136700000000001)@URealValue	DIFFER	
250	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(-98.361875,0.358527)@URealValue	UREAL(98.861875,0.6152573524379858)@URealValue	UREAL(98.861875,0.14147300000000002)@URealValue	DIFFER	
251	URealValue.minus(value)	UREAL(0.5,0.5)@URealValue | UREAL(37.640335,0.974834)@URealValue	UREAL(-37.140335,1.0955826429603566)@URealValue	UREAL(-37.140335,0.474834)@URealValue	DIFFER	
252	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(0.0,0.0)@URealValue	UREAL(-0.5,0.25)@URealValue	UREAL(-0.5,0.25)@URealValue	AGREE	
253	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(0.0,1.0)@URealValue	UREAL(-0.5,1.0307764064044151)@URealValue	UREAL(-0.5,0.75)@URealValue	DIFFER	
254	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(-0.0,0.0)@URealValue	UREAL(-0.5,0.25)@URealValue	UREAL(-0.5,0.25)@URealValue	AGREE	
255	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(1.0,0.0)@URealValue	UREAL(-1.5,0.25)@URealValue	UREAL(-1.5,0.25)@URealValue	AGREE	
256	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(1.0,1.0)@URealValue	UREAL(-1.5,1.0307764064044151)@URealValue	UREAL(-1.5,0.75)@URealValue	DIFFER	
257	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(-1.0,0.0)@URealValue	UREAL(0.5,0.25)@URealValue	UREAL(0.5,0.25)@URealValue	AGREE	
258	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(-1.0,1.0)@URealValue	UREAL(0.5,1.0307764064044151)@URealValue	UREAL(0.5,0.75)@URealValue	DIFFER	
259	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(-1.0,0.5)@URealValue	UREAL(0.5,0.5590169943749475)@URealValue	UREAL(0.5,0.25)@URealValue	DIFFER	
260	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(0.5,0.5)@URealValue	UREAL(-1.0,0.5590169943749475)@URealValue	UREAL(-1.0,0.25)@URealValue	DIFFER	
261	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(-0.5,0.25)@URealValue	UREAL(0.0,0.3535533905932738)@URealValue	UREAL(0.0,0.0)@URealValue	DIFFER	
262	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(2.0,0.0)@URealValue	UREAL(-2.5,0.25)@URealValue	UREAL(-2.5,0.25)@URealValue	AGREE	
263	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(100.0,0.001)@URealValue	UREAL(-100.5,0.25000199999200007)@URealValue	UREAL(-100.5,0.249)@URealValue	DIFFER	
264	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(-100.0,0.001)@URealValue	UREAL(99.5,0.25000199999200007)@URealValue	UREAL(99.5,0.249)@URealValue	DIFFER	
265	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(4.9E-324,0.0)@URealValue	UREAL(-0.5,0.25)@URealValue	UREAL(-0.5,0.25)@URealValue	AGREE	
266	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(1.7976931348623157E308,0.0)@URealValue	UREAL(-1.7976931348623157E308,0.25)@URealValue	UREAL(-1.7976931348623157E308,0.25)@URealValue	AGREE	
267	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(-1.7976931348623157E308,0.0)@URealValue	UREAL(1.7976931348623157E308,0.25)@URealValue	UREAL(1.7976931348623157E308,0.25)@URealValue	AGREE	
268	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(NaN,0.0)@URealValue	UREAL(NaN,0.25)@URealValue	UREAL(NaN,0.25)@URealValue	AGREE	
269	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(Infinity,0.0)@URealValue	UREAL(-Infinity,0.25)@URealValue	UREAL(-Infinity,0.25)@URealValue	AGREE	
270	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(-Infinity,0.0)@URealValue	UREAL(Infinity,0.25)@URealValue	UREAL(Infinity,0.25)@URealValue	AGREE	
271	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(1.0,NaN)@URealValue	UREAL(-1.5,NaN)@URealValue	UREAL(-1.5,NaN)@URealValue	AGREE	
272	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(1.0,Infinity)@URealValue	UREAL(-1.5,Infinity)@URealValue	UREAL(-1.5,Infinity)@URealValue	AGREE	
273	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(1.0,-1.0)@URealValue	UREAL(-1.5,1.0307764064044151)@URealValue	UREAL(-1.5,1.25)@URealValue	DIFFER	
274	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(-46.064505,0.782649)@URealValue	UREAL(45.564505,0.8216078487946669)@URealValue	UREAL(45.564505,0.532649)@URealValue	DIFFER	
275	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(28.230986,0.91554)@URealValue	UREAL(-28.730986,0.9490592666425001)@URealValue	UREAL(-28.730986,0.66554)@URealValue	DIFFER	
276	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(47.696811,0.395191)@URealValue	UREAL(-48.196811,0.46762797871919515)@URealValue	UREAL(-48.196811,0.14519100000000001)@URealValue	DIFFER	
277	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(-61.870069,0.428633)@URealValue	UREAL(61.370069,0.49621189897965967)@URealValue	UREAL(61.370069,0.178633)@URealValue	DIFFER	
278	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(-98.361875,0.358527)@URealValue	UREAL(97.861875,0.43708306959775967)@URealValue	UREAL(97.861875,0.10852699999999998)@URealValue	DIFFER	
279	URealValue.minus(value)	UREAL(-0.5,0.25)@URealValue | UREAL(37.640335,0.974834)@URealValue	UREAL(-38.140335,1.0063803096026869)@URealValue	UREAL(-38.140335,0.724834)@URealValue	DIFFER	
280	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(0.0,0.0)@URealValue	UREAL(2.0,0.0)@URealValue	UREAL(2.0,0.0)@URealValue	AGREE	
281	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(0.0,1.0)@URealValue	UREAL(2.0,1.0)@URealValue	UREAL(2.0,1.0)@URealValue	AGREE	
282	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(-0.0,0.0)@URealValue	UREAL(2.0,0.0)@URealValue	UREAL(2.0,0.0)@URealValue	AGREE	
283	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(1.0,0.0)@URealValue	UREAL(1.0,0.0)@URealValue	UREAL(1.0,0.0)@URealValue	AGREE	
284	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(1.0,1.0)@URealValue	UREAL(1.0,1.0)@URealValue	UREAL(1.0,1.0)@URealValue	AGREE	
285	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(-1.0,0.0)@URealValue	UREAL(3.0,0.0)@URealValue	UREAL(3.0,0.0)@URealValue	AGREE	
286	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(-1.0,1.0)@URealValue	UREAL(3.0,1.0)@URealValue	UREAL(3.0,1.0)@URealValue	AGREE	
287	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(-1.0,0.5)@URealValue	UREAL(3.0,0.5)@URealValue	UREAL(3.0,0.5)@URealValue	AGREE	
288	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(0.5,0.5)@URealValue	UREAL(1.5,0.5)@URealValue	UREAL(1.5,0.5)@URealValue	AGREE	
289	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(-0.5,0.25)@URealValue	UREAL(2.5,0.25)@URealValue	UREAL(2.5,0.25)@URealValue	AGREE	
290	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(2.0,0.0)@URealValue	UREAL(0.0,0.0)@URealValue	UREAL(0.0,0.0)@URealValue	AGREE	
291	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(100.0,0.001)@URealValue	UREAL(-98.0,0.001)@URealValue	UREAL(-98.0,0.001)@URealValue	AGREE	
292	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(-100.0,0.001)@URealValue	UREAL(102.0,0.001)@URealValue	UREAL(102.0,0.001)@URealValue	AGREE	
293	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(4.9E-324,0.0)@URealValue	UREAL(2.0,0.0)@URealValue	UREAL(2.0,0.0)@URealValue	AGREE	
294	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(1.7976931348623157E308,0.0)@URealValue	UREAL(-1.7976931348623157E308,0.0)@URealValue	UREAL(-1.7976931348623157E308,0.0)@URealValue	AGREE	
295	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(-1.7976931348623157E308,0.0)@URealValue	UREAL(1.7976931348623157E308,0.0)@URealValue	UREAL(1.7976931348623157E308,0.0)@URealValue	AGREE	
296	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(NaN,0.0)@URealValue	UREAL(NaN,0.0)@URealValue	UREAL(NaN,0.0)@URealValue	AGREE	
297	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(Infinity,0.0)@URealValue	UREAL(-Infinity,0.0)@URealValue	UREAL(-Infinity,0.0)@URealValue	AGREE	
298	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(-Infinity,0.0)@URealValue	UREAL(Infinity,0.0)@URealValue	UREAL(Infinity,0.0)@URealValue	AGREE	
299	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(1.0,NaN)@URealValue	UREAL(1.0,NaN)@URealValue	UREAL(1.0,NaN)@URealValue	AGREE	
300	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(1.0,Infinity)@URealValue	UREAL(1.0,Infinity)@URealValue	UREAL(1.0,Infinity)@URealValue	AGREE	
301	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(1.0,-1.0)@URealValue	UREAL(1.0,1.0)@URealValue	UREAL(1.0,1.0)@URealValue	AGREE	
302	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(-46.064505,0.782649)@URealValue	UREAL(48.064505,0.782649)@URealValue	UREAL(48.064505,0.782649)@URealValue	AGREE	
303	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(28.230986,0.91554)@URealValue	UREAL(-26.230986,0.91554)@URealValue	UREAL(-26.230986,0.91554)@URealValue	AGREE	
304	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(47.696811,0.395191)@URealValue	UREAL(-45.696811,0.395191)@URealValue	UREAL(-45.696811,0.395191)@URealValue	AGREE	
305	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(-61.870069,0.428633)@URealValue	UREAL(63.870069,0.428633)@URealValue	UREAL(63.870069,0.428633)@URealValue	AGREE	
306	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(-98.361875,0.358527)@URealValue	UREAL(100.361875,0.358527)@URealValue	UREAL(100.361875,0.358527)@URealValue	AGREE	
307	URealValue.minus(value)	UREAL(2.0,0.0)@URealValue | UREAL(37.640335,0.974834)@URealValue	UREAL(-35.640335,0.974834)@URealValue	UREAL(-35.640335,0.974834)@URealValue	AGREE	
308	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(0.0,0.0)@URealValue	UREAL(100.0,0.001)@URealValue	UREAL(100.0,0.001)@URealValue	AGREE	
309	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(0.0,1.0)@URealValue	UREAL(100.0,1.000000499999875)@URealValue	UREAL(100.0,0.999)@URealValue	DIFFER	
310	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(-0.0,0.0)@URealValue	UREAL(100.0,0.001)@URealValue	UREAL(100.0,0.001)@URealValue	AGREE	
311	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(1.0,0.0)@URealValue	UREAL(99.0,0.001)@URealValue	UREAL(99.0,0.001)@URealValue	AGREE	
312	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(1.0,1.0)@URealValue	UREAL(99.0,1.000000499999875)@URealValue	UREAL(99.0,0.999)@URealValue	DIFFER	
313	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(-1.0,0.0)@URealValue	UREAL(101.0,0.001)@URealValue	UREAL(101.0,0.001)@URealValue	AGREE	
314	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(-1.0,1.0)@URealValue	UREAL(101.0,1.000000499999875)@URealValue	UREAL(101.0,0.999)@URealValue	DIFFER	
315	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(-1.0,0.5)@URealValue	UREAL(101.0,0.5000009999989999)@URealValue	UREAL(101.0,0.499)@URealValue	DIFFER	
316	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(0.5,0.5)@URealValue	UREAL(99.5,0.5000009999989999)@URealValue	UREAL(99.5,0.499)@URealValue	DIFFER	
317	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(-0.5,0.25)@URealValue	UREAL(100.5,0.25000199999200007)@URealValue	UREAL(100.5,0.249)@URealValue	DIFFER	
318	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(2.0,0.0)@URealValue	UREAL(98.0,0.001)@URealValue	UREAL(98.0,0.001)@URealValue	AGREE	
319	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(100.0,0.001)@URealValue	UREAL(0.0,0.001414213562373095)@URealValue	UREAL(0.0,0.0)@URealValue	DIFFER	
320	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(-100.0,0.001)@URealValue	UREAL(200.0,0.001414213562373095)@URealValue	UREAL(200.0,0.0)@URealValue	DIFFER	
321	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(4.9E-324,0.0)@URealValue	UREAL(100.0,0.001)@URealValue	UREAL(100.0,0.001)@URealValue	AGREE	
322	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(1.7976931348623157E308,0.0)@URealValue	UREAL(-1.7976931348623157E308,0.001)@URealValue	UREAL(-1.7976931348623157E308,0.001)@URealValue	AGREE	
323	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(-1.7976931348623157E308,0.0)@URealValue	UREAL(1.7976931348623157E308,0.001)@URealValue	UREAL(1.7976931348623157E308,0.001)@URealValue	AGREE	
324	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(NaN,0.0)@URealValue	UREAL(NaN,0.001)@URealValue	UREAL(NaN,0.001)@URealValue	AGREE	
325	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(Infinity,0.0)@URealValue	UREAL(-Infinity,0.001)@URealValue	UREAL(-Infinity,0.001)@URealValue	AGREE	
326	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(-Infinity,0.0)@URealValue	UREAL(Infinity,0.001)@URealValue	UREAL(Infinity,0.001)@URealValue	AGREE	
327	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(1.0,NaN)@URealValue	UREAL(99.0,NaN)@URealValue	UREAL(99.0,NaN)@URealValue	AGREE	
328	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(1.0,Infinity)@URealValue	UREAL(99.0,Infinity)@URealValue	UREAL(99.0,Infinity)@URealValue	AGREE	
329	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(1.0,-1.0)@URealValue	UREAL(99.0,1.000000499999875)@URealValue	UREAL(99.0,1.001)@URealValue	DIFFER	
330	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(-46.064505,0.782649)@URealValue	UREAL(146.064505,0.7826496388557271)@URealValue	UREAL(146.064505,0.781649)@URealValue	DIFFER	
331	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(28.230986,0.91554)@URealValue	UREAL(71.769014,0.9155405461256209)@URealValue	UREAL(71.769014,0.91454)@URealValue	DIFFER	
332	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(47.696811,0.395191)@URealValue	UREAL(52.303189,0.39519226520897394)@URealValue	UREAL(52.303189,0.394191)@URealValue	DIFFER	
333	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(-61.870069,0.428633)@URealValue	UREAL(161.870069,0.4286341664974923)@URealValue	UREAL(161.870069,0.427633)@URealValue	DIFFER	
334	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(-98.361875,0.358527)@URealValue	UREAL(198.361875,0.3585283945923949)@URealValue	UREAL(198.361875,0.357527)@URealValue	DIFFER	
335	URealValue.minus(value)	UREAL(100.0,0.001)@URealValue | UREAL(37.640335,0.974834)@URealValue	UREAL(62.359665,0.9748345129077037)@URealValue	UREAL(62.359665,0.973834)@URealValue	DIFFER	
336	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(0.0,0.0)@URealValue	UREAL(-100.0,0.001)@URealValue	UREAL(-100.0,0.001)@URealValue	AGREE	
337	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(0.0,1.0)@URealValue	UREAL(-100.0,1.000000499999875)@URealValue	UREAL(-100.0,0.999)@URealValue	DIFFER	
338	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(-0.0,0.0)@URealValue	UREAL(-100.0,0.001)@URealValue	UREAL(-100.0,0.001)@URealValue	AGREE	
339	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(1.0,0.0)@URealValue	UREAL(-101.0,0.001)@URealValue	UREAL(-101.0,0.001)@URealValue	AGREE	
340	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(1.0,1.0)@URealValue	UREAL(-101.0,1.000000499999875)@URealValue	UREAL(-101.0,0.999)@URealValue	DIFFER	
341	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(-1.0,0.0)@URealValue	UREAL(-99.0,0.001)@URealValue	UREAL(-99.0,0.001)@URealValue	AGREE	
342	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(-1.0,1.0)@URealValue	UREAL(-99.0,1.000000499999875)@URealValue	UREAL(-99.0,0.999)@URealValue	DIFFER	
343	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(-1.0,0.5)@URealValue	UREAL(-99.0,0.5000009999989999)@URealValue	UREAL(-99.0,0.499)@URealValue	DIFFER	
344	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(0.5,0.5)@URealValue	UREAL(-100.5,0.5000009999989999)@URealValue	UREAL(-100.5,0.499)@URealValue	DIFFER	
345	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(-0.5,0.25)@URealValue	UREAL(-99.5,0.25000199999200007)@URealValue	UREAL(-99.5,0.249)@URealValue	DIFFER	
346	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(2.0,0.0)@URealValue	UREAL(-102.0,0.001)@URealValue	UREAL(-102.0,0.001)@URealValue	AGREE	
347	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(100.0,0.001)@URealValue	UREAL(-200.0,0.001414213562373095)@URealValue	UREAL(-200.0,0.0)@URealValue	DIFFER	
348	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(-100.0,0.001)@URealValue	UREAL(0.0,0.001414213562373095)@URealValue	UREAL(0.0,0.0)@URealValue	DIFFER	
349	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(4.9E-324,0.0)@URealValue	UREAL(-100.0,0.001)@URealValue	UREAL(-100.0,0.001)@URealValue	AGREE	
350	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(1.7976931348623157E308,0.0)@URealValue	UREAL(-1.7976931348623157E308,0.001)@URealValue	UREAL(-1.7976931348623157E308,0.001)@URealValue	AGREE	
351	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(-1.7976931348623157E308,0.0)@URealValue	UREAL(1.7976931348623157E308,0.001)@URealValue	UREAL(1.7976931348623157E308,0.001)@URealValue	AGREE	
352	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(NaN,0.0)@URealValue	UREAL(NaN,0.001)@URealValue	UREAL(NaN,0.001)@URealValue	AGREE	
353	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(Infinity,0.0)@URealValue	UREAL(-Infinity,0.001)@URealValue	UREAL(-Infinity,0.001)@URealValue	AGREE	
354	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(-Infinity,0.0)@URealValue	UREAL(Infinity,0.001)@URealValue	UREAL(Infinity,0.001)@URealValue	AGREE	
355	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(1.0,NaN)@URealValue	UREAL(-101.0,NaN)@URealValue	UREAL(-101.0,NaN)@URealValue	AGREE	
356	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(1.0,Infinity)@URealValue	UREAL(-101.0,Infinity)@URealValue	UREAL(-101.0,Infinity)@URealValue	AGREE	
357	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(1.0,-1.0)@URealValue	UREAL(-101.0,1.000000499999875)@URealValue	UREAL(-101.0,1.001)@URealValue	DIFFER	
358	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(-46.064505,0.782649)@URealValue	UREAL(-53.935495,0.7826496388557271)@URealValue	UREAL(-53.935495,0.781649)@URealValue	DIFFER	
359	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(28.230986,0.91554)@URealValue	UREAL(-128.230986,0.9155405461256209)@URealValue	UREAL(-128.230986,0.91454)@URealValue	DIFFER	
360	URealValue.minus(value)	UREAL(-100.0,0.001)@URealValue | UREAL(47.696811,0.395191)@URealValue	UREAL(-147.696811,0.39519226520897394)@URealValue	UREAL(-147.696811,0.394191)@URealValue	DIFFER	
